taskId,taskName,sectionId,parentTaskId,completed,due,priority,description,parentTask,section,assignee,createdDate,completedDate
7186762964,Leisure,132253532,,TRUE,2023-08-31 17:00,4,,,Thursday,,2023-08-31T20:01:05.577791Z,2023-08-31T20:02:59.836557Z
7185946175,Videogames n chill,132253532,,TRUE,31 Aug 21:00,4,,,Thursday,,2023-08-31T15:09:38.379007Z,2023-08-31T20:00:27.111728Z
7185945689,"Dinner prep, dinner, tv, stretching",132253532,,TRUE,31 Aug 18:30,4,,,Thursday,,2023-08-31T15:09:30.588098Z,2023-08-31T20:00:26.358927Z
7185515075,laundry,132253532,,TRUE,2023-08-31 15:00,4,,,Thursday,,2023-08-31T13:03:26.933960Z,2023-08-31T13:28:26.682195Z
7185294369,work,132253532,,TRUE,2023-08-31 13:50,4,,,Thursday,,2023-08-31T11:50:25.963315Z,2023-08-31T13:03:34.903966Z
7184682816,Lunch,132253532,,TRUE,31 Aug 13:15,4,,,Thursday,,2023-08-31T07:42:26.155144Z,2023-08-31T11:50:17.929746Z
7184682434,Ring Fit Adventure,132253532,,TRUE,2023-08-31 12:45,4,,,Thursday,,2023-08-31T07:42:16.626461Z,2023-08-31T11:50:16.360791Z
7184744802,Project: Dad Visit,132253532,,TRUE,31 Aug 11:00,4,,,Thursday,,2023-08-31T08:08:03.208805Z,2023-08-31T10:35:28.742948Z
7181910746,Plant care DE,132253532,,TRUE,2023-08-31 10:53,4,,,Thursday,,2023-08-30T11:38:18.593565Z,2023-08-31T09:07:33.011288Z
7181456825,Laundry,132253532,,TRUE,2023-08-31 10:45,4,,,Thursday,,2023-08-30T08:36:45.105377Z,2023-08-31T08:46:59.706937Z
7181450936,Dutch A2 Proficiency,132253532,,TRUE,31 Aug 10:15,4,"Duolingo: 1 lesson (5 loops), Anki deck review",,Thursday,,2023-08-30T08:34:21.189354Z,2023-08-31T08:43:30.903878Z
